,text,labels,all_span_aspect
6983,"Máy ngon, pin trâu, mọi chức năng đểu ổn định. Khoảng 6-7 triệu mua redmi note 9 pro là hợp lý nhất.","[[0, 8, 'GENERAL#POSITIVE'], [10, 18, 'BATTERY#POSITIVE'], [20, 45, 'FEATURES#POSITIVE'], [54, 63, 'PRICE#NEUTRAL']]","[('Máy ngon', 'GENERAL#POSITIVE'), ('pin trâu', 'BATTERY#POSITIVE'), ('mọi chức năng đểu ổn định', 'FEATURES#POSITIVE'), ('6-7 triệu', 'PRICE#NEUTRAL')]"
6984,Dùng thì cứ đơ máy bấm mãi mới khởi động lại song nóng ran lên chán ko buồn nói kêu bảo hành phần mềm chọn đời mà dùng chưa dc đã hỏng,"[[0, 62, 'PERFORMANCE#NEGATIVE']]","[('Dùng thì cứ đơ máy bấm mãi mới khởi động lại song nóng ran lên', 'PERFORMANCE#NEGATIVE')]"
6985,"Sau 6 tháng xài thì chỉ có việc bỏ túi lâu quá thì lấy ra xài là lên web mất kết nối 4g vài phút, còn lại thì ok hết, pin trâu xài suốt ngày dài, lên fb, zalo, youtu be thì ok hết, mình ko chơi game nên dt thế này là ok rồi, hy vọng phiên bản update sau sẽ fix dc lỗi mất 4g khi bõ túi quá lâu, hihi.......","[[32, 96, 'FEATURES#NEGATIVE'], [98, 116, 'GENERAL#POSITIVE'], [118, 144, 'BATTERY#POSITIVE'], [146, 223, 'PERFORMANCE#POSITIVE']]","[('bỏ túi lâu quá thì lấy ra xài là lên web mất kết nối 4g vài phút', 'FEATURES#NEGATIVE'), ('còn lại thì ok hết', 'GENERAL#POSITIVE'), ('pin trâu xài suốt ngày dài', 'BATTERY#POSITIVE'), ('lên fb, zalo, youtu be thì ok hết, mình ko chơi game nên dt thế này là ok rồi', 'PERFORMANCE#POSITIVE')]"
6986,Mình đã mua được 16 tiếng. Dùng tạm được. Bluetooth chán lắm. Nghe nhạc giật giật. Camera tạm ổn.,"[[27, 40, 'GENERAL#NEUTRAL'], [42, 81, 'FEATURES#NEGATIVE'], [83, 96, 'CAMERA#NEUTRAL']]","[('Dùng tạm được', 'GENERAL#NEUTRAL'), ('Bluetooth chán lắm. Nghe nhạc giật giật', 'FEATURES#NEGATIVE'), ('Camera tạm ổn', 'CAMERA#NEUTRAL')]"
6987,"Mua được 3 ngày máy dùng ok,pin trâu, chạy tương đối mượt, chỉ có camera chụp hình không nét lắm","[[16, 27, 'GENERAL#POSITIVE'], [28, 36, 'BATTERY#POSITIVE'], [38, 57, 'PERFORMANCE#NEUTRAL'], [66, 96, 'CAMERA#NEGATIVE']]","[('máy dùng ok', 'GENERAL#POSITIVE'), ('pin trâu', 'BATTERY#POSITIVE'), ('chạy tương đối mượt', 'PERFORMANCE#NEUTRAL'), ('camera chụp hình không nét lắm', 'CAMERA#NEGATIVE')]"
6988,"Mới mua được 3 ngày để dùng làm máy phụ, tầm giá này thì không đòi hỏi gì cao. Máy này pin rất trâu để xem phim, chơi game nhẹ giải trí, loa ngoài đủ nghe, wifi sóng tốt, màn hình độ sáng khá cao, cảm ứng trên màn hình thỉnh thoảng chưa nhạy, camera thì tiền nào của nấy. Hết rồi, cám ơn các bạn đã xem nhận xét của mình 😎","[[94, 157, 'BATTERY#POSITIVE'], [159, 195, 'FEATURES#POSITIVE'], [197, 226, 'SCREEN#POSITIVE'], [228, 279, 'FEATURES#NEGATIVE'], [281, 313, 'CAMERA#NEUTRAL']]","[('Máy này pin rất trâu để xem phim, chơi game nhẹ giải trí', 'BATTERY#POSITIVE'), ('loa ngoài đủ nghe, wifi sóng tốt', 'FEATURES#POSITIVE'), ('màn hình độ sáng khá cao', 'SCREEN#POSITIVE'), ('cảm ứng trên màn hình thỉnh thoảng chưa nhạy', 'FEATURES#NEGATIVE'), ('camera thì tiền nào của nấy', 'CAMERA#NEUTRAL')]"
6989,Thích camera đẹpPin nói khỏeMáy mỏng nhẹ cầm thích tay lắm luônThấy k bị lag như mn nói chắc sóng tùy chỗ,"[[6, 16, 'CAMERA#POSITIVE'], [16, 28, 'BATTERY#POSITIVE'], [28, 63, 'DESIGN#POSITIVE'], [68, 105, 'FEATURES#POSITIVE']]","[('camera đẹp', 'CAMERA#POSITIVE'), ('Pin nói khỏe', 'BATTERY#POSITIVE'), ('Máy mỏng nhẹ cầm thích tay lắm luôn', 'DESIGN#POSITIVE'), ('k bị lag như mn nói chắc sóng tùy chỗ', 'FEATURES#POSITIVE')]"
6990,"K hài lòng 1 chút nào. Bạn nào có chơi pupg thấy quá hao pin k, chơi dk 1 trận nóng máy giật lag.","[[0, 21, 'GENERAL#NEGATIVE'], [23, 62, 'BATTERY#NEGATIVE'], [64, 96, 'PERFORMANCE#NEGATIVE']]","[('K hài lòng 1 chút nào', 'GENERAL#NEGATIVE'), ('Bạn nào có chơi pupg thấy quá hao pin k', 'BATTERY#NEGATIVE'), ('chơi dk 1 trận nóng máy giật lag', 'PERFORMANCE#NEGATIVE')]"
6991,Mọi ng oi.. ! Những bạn nào đang bị lỗi khi gắn tai nghe vào máy mà cảm ưng bị loạn thì mik có cách khắc phục đây! Mọi ng chi càn tháo bỏ tấm dán màn hình đó ra thay bằng tấm kính cường lực sẽ hết bị lỗi nhá..!,"[[44, 83, 'FEATURES#NEGATIVE']]","[('gắn tai nghe vào máy mà cảm ưng bị loạn', 'FEATURES#NEGATIVE')]"
6992,"M mới mua thấy máy cái gì cũng tốt ,chụp hình rất đẹp , nv bán hàng tại tgdd rất nhiệt tình","[[15, 34, 'GENERAL#POSITIVE'], [36, 53, 'CAMERA#POSITIVE'], [56, 91, 'SER&ACC#POSITIVE']]","[('máy cái gì cũng tốt', 'GENERAL#POSITIVE'), ('chụp hình rất đẹp', 'CAMERA#POSITIVE'), ('nv bán hàng tại tgdd rất nhiệt tình', 'SER&ACC#POSITIVE')]"
6993,"Mình mới chuyển từ iphons 6p sang em này, cảm thấy dùng thích hơn nhiều, cảm biến nhảy, máy chạy nhanh mượt, nhất là pin ko chới game thì 2 ngày vẫn thỏa mãi. ko như ông iphons pin rất chán.","[[42, 71, 'GENERAL#POSITIVE'], [73, 86, 'FEATURES#POSITIVE'], [88, 107, 'PERFORMANCE#POSITIVE'], [117, 157, 'BATTERY#POSITIVE']]","[('cảm thấy dùng thích hơn nhiều', 'GENERAL#POSITIVE'), ('cảm biến nhảy', 'FEATURES#POSITIVE'), ('máy chạy nhanh mượt', 'PERFORMANCE#POSITIVE'), ('pin ko chới game thì 2 ngày vẫn thỏa mãi', 'BATTERY#POSITIVE')]"
6994,Mình mới mua hôm nay dt oppo a53 rất ok.nhân viên tư vấn rất nhiệt tình !nghe nhac loa lớn 3.4g sóng mạnh. Pin trâu sử dụng lâu giực pin,"[[21, 39, 'GENERAL#POSITIVE'], [40, 71, 'SER&ACC#POSITIVE'], [73, 105, 'FEATURES#POSITIVE'], [107, 136, 'BATTERY#POSITIVE']]","[('dt oppo a53 rất ok', 'GENERAL#POSITIVE'), ('nhân viên tư vấn rất nhiệt tình', 'SER&ACC#POSITIVE'), ('nghe nhac loa lớn 3.4g sóng mạnh', 'FEATURES#POSITIVE'), ('Pin trâu sử dụng lâu giực pin', 'BATTERY#POSITIVE')]"
6995,Mới mua dc 4 ngày chỉ xem zalo face nói chung cũng tạm ổn.chỉ mỗi loa bé quá.mà sao học trực tuyến k nghe nói dc,"[[36, 57, 'GENERAL#NEUTRAL'], [66, 76, 'FEATURES#NEGATIVE']]","[('nói chung cũng tạm ổn', 'GENERAL#NEUTRAL'), ('loa bé quá', 'FEATURES#NEGATIVE')]"
6996,"Điện thoại đẹp , mua từ mùng 4 tết đến nay thấy dùng vẫn tốt , sạc pin 2h30p dùng được đến tận 2 ngày , camera trước sau chụp đẹp dưới điều kiện ánh sáng tốt còn dưới điều kiện ánh sáng yếu như ảnh ở dưới thì dùng chế độ ban đêm ( chỉ camera sau ) khá tốt","[[0, 14, 'DESIGN#POSITIVE'], [48, 60, 'GENERAL#POSITIVE'], [63, 101, 'BATTERY#POSITIVE'], [104, 255, 'CAMERA#POSITIVE']]","[('Điện thoại đẹp', 'DESIGN#POSITIVE'), ('dùng vẫn tốt', 'GENERAL#POSITIVE'), ('sạc pin 2h30p dùng được đến tận 2 ngày', 'BATTERY#POSITIVE'), ('camera trước sau chụp đẹp dưới điều kiện ánh sáng tốt còn dưới điều kiện ánh sáng yếu như ảnh ở dưới thì dùng chế độ ban đêm ( chỉ camera sau ) khá tốt', 'CAMERA#POSITIVE')]"
6997,"Nhược điểm :  • Không 3G  • Zoom 100X ,không như q. cáo qua nhiều youtuber .Ưu điểm :Ko có gì vượt trội hơn s10+ , ngoại trừ 120Hz ko đáng kể . Giá quá cao (xét về chức năng thêm ) so S10+ nên test thử trước khi mua nhé . Nên chờ S20 5G mua hay hơn .","[[16, 24, 'FEATURES#NEGATIVE'], [28, 55, 'CAMERA#NEGATIVE'], [144, 155, 'PRICE#NEGATIVE']]","[('Không 3G', 'FEATURES#NEGATIVE'), ('Zoom 100X ,không như q. cáo', 'CAMERA#NEGATIVE'), ('Giá quá cao', 'PRICE#NEGATIVE')]"
6998,"Nếu ai chơi game ko nên mua con này , quá chán cho con máy 8tr , bắn pubg giật lác khó chịu thật sự . Mình chỉ mua máy để trải nghiệm game xem sao thật sự rất chán .","[[65, 99, 'PERFORMANCE#NEGATIVE'], [38, 62, 'GENERAL#NEGATIVE']]","[('bắn pubg giật lác khó chịu thật sự', 'PERFORMANCE#NEGATIVE'), ('quá chán cho con máy 8tr', 'GENERAL#NEGATIVE')]"
6999,"Phần mềm mới nhất có vẻ pin tuột hơi nhanh, khoảng được 1 ngày, không được ngày rưỡi so với bản cập nhật trước, còn mọi thứ đều OK..","[[112, 130, 'GENERAL#POSITIVE'], [0, 110, 'BATTERY#NEGATIVE']]","[('còn mọi thứ đều OK', 'GENERAL#POSITIVE'), ('Phần mềm mới nhất có vẻ pin tuột hơi nhanh, khoảng được 1 ngày, không được ngày rưỡi so với bản cập nhật trước', 'BATTERY#NEGATIVE')]"
7000,Quá tốt máy rất mượt mới dùng được 15 ngày cảm thấy rất OK Còn về sau nữa thì chưa biết nói chung với mức giá này khá hợp lý rồi,"[[0, 7, 'GENERAL#POSITIVE'], [8, 20, 'PERFORMANCE#POSITIVE'], [43, 58, 'GENERAL#POSITIVE'], [102, 128, 'PRICE#POSITIVE']]","[('Quá tốt', 'GENERAL#POSITIVE'), ('máy rất mượt', 'PERFORMANCE#POSITIVE'), ('cảm thấy rất OK', 'GENERAL#POSITIVE'), ('mức giá này khá hợp lý rồi', 'PRICE#POSITIVE')]"
7001,"Dạo này pin sao sao ấy nhỉ, tuột nhanh hơn dù thời gian sử dụng tác vụ và hoạt động như lúc mới mua :(","[[8, 42, 'BATTERY#NEGATIVE']]","[('pin sao sao ấy nhỉ, tuột nhanh hơn', 'BATTERY#NEGATIVE')]"
7002,"Mua máy từ thág 10/2019 tới giờ vẫn ok bộ nhớ máy vẫn dư 30gb thẻ 16gb đã full, chơi liên quân cũg như pubg vẫn khá ok, sóg ổn, wifi ổn. Nhận khuân mặt thần tốc, vân tay ok tóm lại trog tầm giá như vậy là chấp nhận đc","[[38, 78, 'STORAGE#POSITIVE'], [80, 135, 'PERFORMANCE#POSITIVE'], [137, 172, 'FEATURES#POSITIVE']]","[(' bộ nhớ máy vẫn dư 30gb thẻ 16gb đã full', 'STORAGE#POSITIVE'), ('chơi liên quân cũg như pubg vẫn khá ok, sóg ổn, wifi ổn', 'PERFORMANCE#POSITIVE'), ('Nhận khuân mặt thần tốc, vân tay ok', 'FEATURES#POSITIVE')]"
7003,"Điện thoại ok phù hợp cho bố mẹ mình dùng , nhân viên tư vẫn và giao hàng nhiệt tình.","[[0, 41, 'GENERAL#POSITIVE'], [44, 84, 'SER&ACC#POSITIVE']]","[('Điện thoại ok phù hợp cho bố mẹ mình dùng', 'GENERAL#POSITIVE'), ('nhân viên tư vẫn và giao hàng nhiệt tình', 'SER&ACC#POSITIVE')]"
7004,"Máy ngon,rất đáng mua trong tầm giá, nhân viên nc rất dễ thương mua tại 25 26 ấp bắc mỹ tho","[[0, 21, 'GENERAL#POSITIVE'], [37, 63, 'SER&ACC#POSITIVE']]","[('Máy ngon,rất đáng mua', 'GENERAL#POSITIVE'), ('nhân viên nc rất dễ thương', 'SER&ACC#POSITIVE')]"
7005,"Mới mua sử dụng bị nóng máy hao PIN, sau 3 tuần mọi thứ dần dần ổn định, không còn nóng máy, PIN trâu hơn, máy mượt mà mặc dù để chế độ 60Hz, còn để 120Hz thì quá phê luôn. Túm lại, rất Okkkkkk!","[[107, 171, 'PERFORMANCE#POSITIVE'], [173, 193, 'GENERAL#POSITIVE'], [16, 27, 'PERFORMANCE#NEGATIVE'], [28, 35, 'BATTERY#NEGATIVE']]","[('máy mượt mà mặc dù để chế độ 60Hz, còn để 120Hz thì quá phê luôn', 'PERFORMANCE#POSITIVE'), ('Túm lại, rất Okkkkkk', 'GENERAL#POSITIVE'), ('bị nóng máy', 'PERFORMANCE#NEGATIVE'), ('hao PIN', 'BATTERY#NEGATIVE')]"
7006,"Máy sài rất OK, rất đáng đồng tiền, bát gạo m.n ạ , mua từ hôm qua h và hiện đang tiếp tục trãi nghiệm, không biết vài tháng sau sẽ ra s đay ;))","[[0, 14, 'GENERAL#POSITIVE']]","[('Máy sài rất OK', 'GENERAL#POSITIVE')]"
7007,Không bán kèm phụ tùng thay thế...chắc tôi đổi qua hàng khác quá..camera thì tồi tệ..xài rất chán...,"[[0, 31, 'SER&ACC#NEGATIVE'], [66, 83, 'CAMERA#NEUTRAL'], [85, 97, 'GENERAL#NEGATIVE']]","[('Không bán kèm phụ tùng thay thế', 'SER&ACC#NEGATIVE'), ('camera thì tồi tệ', 'CAMERA#NEUTRAL'), ('xài rất chán', 'GENERAL#NEGATIVE')]"
7008,Máy lỗi đi bảo hành 10 ngày về vẫn bị như cũ . Hút wifi thì yếu . Sợ quá . Lần đầu cũng như lần cuối sài đồ của Vinsmast,"[[47, 63, 'FEATURES#NEGATIVE'], [75, 120, 'SER&ACC#NEGATIVE']]","[('Hút wifi thì yếu', 'FEATURES#NEGATIVE'), ('Lần đầu cũng như lần cuối sài đồ của Vinsmast', 'SER&ACC#NEGATIVE')]"
7009,Sp cũng khá tốt tuy nhiên chỉ có độ sáng màn hình là không ưng ý mấy..bật fun cả độ sáng mà vẫn tối om.,"[[0, 15, 'GENERAL#POSITIVE'], [33, 102, 'SCREEN#NEGATIVE']]","[('Sp cũng khá tốt', 'GENERAL#POSITIVE'), ('độ sáng màn hình là không ưng ý mấy..bật fun cả độ sáng mà vẫn tối om', 'SCREEN#NEGATIVE')]"
7010,"Mới mua xài mấy ngày, đang còn bỡ ngỡ , chơi game khá là ok , 5 sao cho chất lượng .nhưng cho mình hỏi máy này có chống nước ko vậy","[[40, 59, 'GENERAL#POSITIVE']]","[('chơi game khá là ok', 'GENERAL#POSITIVE')]"
7011,"Ứng dụng chrome tự động nhảy sang ứng dụng khác , liên tục, xin chỉ cách khắc phục","[[0, 58, 'PERFORMANCE#NEGATIVE']]","[('Ứng dụng chrome tự động nhảy sang ứng dụng khác , liên tục', 'PERFORMANCE#NEGATIVE')]"
7012,Tuột pin nhanh sóng yếu quá tệ ành em đừng nên mua mua sẽ hoi hận đóMua hãng khác đi,"[[0, 14, 'BATTERY#NEGATIVE'], [15, 23, 'FEATURES#NEGATIVE'], [24, 68, 'GENERAL#NEGATIVE']]","[('Tuột pin nhanh', 'BATTERY#NEGATIVE'), ('sóng yếu', 'FEATURES#NEGATIVE'), ('quá tệ ành em đừng nên mua mua sẽ hoi hận đó', 'GENERAL#NEGATIVE')]"
7013,"hàng dùng toàn sập nguồn ko ra gì lỗi , nhân viên nhiệt tình , thay màn hình đến lâu phải giửi về hãng nói chung có tiền ko nên mua .","[[0, 37, 'PERFORMANCE#NEGATIVE'], [40, 60, 'SER&ACC#POSITIVE'], [103, 131, 'GENERAL#NEGATIVE'], [63, 102, 'SER&ACC#NEGATIVE']]","[('hàng dùng toàn sập nguồn ko ra gì lỗi', 'PERFORMANCE#NEGATIVE'), ('nhân viên nhiệt tình', 'SER&ACC#POSITIVE'), ('nói chung có tiền ko nên mua', 'GENERAL#NEGATIVE'), ('thay màn hình đến lâu phải giửi về hãng', 'SER&ACC#NEGATIVE')]"
7014,quá tệ máy ko tải dc ứng dụng mà mới mua chưa dc 1 tháng đề nghị xem lại. mạng thì lâu lâu thì mất sóng .còn lại cx ok nhưng cần khắc phục lỗi mạng và ch play nhân viên phục dụ cũng nhiêt tình,"[[0, 6, 'GENERAL#NEGATIVE'], [6, 29, 'PERFORMANCE#NEGATIVE'], [74, 103, 'FEATURES#NEGATIVE'], [104, 118, 'GENERAL#POSITIVE'], [125, 147, 'FEATURES#NEGATIVE'], [151, 158, 'PERFORMANCE#NEGATIVE'], [159, 192, 'SER&ACC#POSITIVE']]","[('quá tệ', 'GENERAL#NEGATIVE'), (' máy ko tải dc ứng dụng', 'PERFORMANCE#NEGATIVE'), ('mạng thì lâu lâu thì mất sóng', 'FEATURES#NEGATIVE'), ('.còn lại cx ok', 'GENERAL#POSITIVE'), ('cần khắc phục lỗi mạng', 'FEATURES#NEGATIVE'), ('ch play', 'PERFORMANCE#NEGATIVE'), ('nhân viên phục dụ cũng nhiêt tình', 'SER&ACC#POSITIVE')]"
7015,"Mới mua hôm qua, tất cả đều ổn, vấn đề là pin, k xài vẫn tụt pin........quá hao pin","[[17, 30, 'GENERAL#POSITIVE'], [32, 83, 'BATTERY#NEGATIVE']]","[('tất cả đều ổn', 'GENERAL#POSITIVE'), ('vấn đề là pin, k xài vẫn tụt pin........quá hao pin', 'BATTERY#NEGATIVE')]"
7016,"Máy bao mượt , mình tin các bạn mua máy nè sẽ phải hài lòng , cầm nắm chắc chắn , màn hình đẹp chơi game cực đỉnh","[[0, 12, 'PERFORMANCE#POSITIVE'], [15, 59, 'GENERAL#POSITIVE'], [62, 79, 'DESIGN#POSITIVE'], [82, 113, 'GENERAL#POSITIVE']]","[('Máy bao mượt', 'PERFORMANCE#POSITIVE'), ('mình tin các bạn mua máy nè sẽ phải hài lòng', 'GENERAL#POSITIVE'), ('cầm nắm chắc chắn', 'DESIGN#POSITIVE'), ('màn hình đẹp chơi game cực đỉnh', 'GENERAL#POSITIVE')]"
7017,"8 ram mà ram khả dụng chỉ còm 4ram là sao ạ,máy sử dụng gần như ok ,đôi khi cũng lag khi dùng cùng lúc 2 ứng dụng,nhân viên phục vụ nhiệt tình,tốt.","[[0, 34, 'PERFORMANCE#NEGATIVE'], [44, 66, 'GENERAL#POSITIVE'], [68, 113, 'PERFORMANCE#NEGATIVE'], [114, 146, 'SER&ACC#POSITIVE']]","[('8 ram mà ram khả dụng chỉ còm 4ram', 'PERFORMANCE#NEGATIVE'), ('máy sử dụng gần như ok', 'GENERAL#POSITIVE'), ('đôi khi cũng lag khi dùng cùng lúc 2 ứng dụng', 'PERFORMANCE#NEGATIVE'), ('nhân viên phục vụ nhiệt tình,tốt', 'SER&ACC#POSITIVE')]"
7018,"Máy chạy chậm, hay bị đơ, pin yếu. Tầm giá này mua được nhiều con ngon hơn. Chán samsung thật","[[0, 24, 'PERFORMANCE#NEGATIVE'], [26, 33, 'BATTERY#NEGATIVE'], [76, 93, 'SER&ACC#NEGATIVE'], [35, 74, 'PRICE#NEGATIVE']]","[('Máy chạy chậm, hay bị đơ', 'PERFORMANCE#NEGATIVE'), ('pin yếu', 'BATTERY#NEGATIVE'), ('Chán samsung thật', 'SER&ACC#NEGATIVE'), ('Tầm giá này mua được nhiều con ngon hơn', 'PRICE#NEGATIVE')]"
7019,Điện thoại chhieens game tốt. Wifi mặt dù đầy cây nhưng bắt sóng không tốt. Mong sớm khắc phục ạ,"[[0, 28, 'PERFORMANCE#POSITIVE'], [30, 74, 'FEATURES#NEGATIVE']]","[('Điện thoại chhieens game tốt', 'PERFORMANCE#POSITIVE'), ('Wifi mặt dù đầy cây nhưng bắt sóng không tốt', 'FEATURES#NEGATIVE')]"
7020,Sao e ko bật đc loa ngoài v ạ cấm tay phone zo thì nghe đc mà gỡ ra thì chẵn nghe đc j e đã bật loa ngoài hết cỡ luôn mà e ko nghe đc,"[[6, 25, 'FEATURES#NEGATIVE']]","[('ko bật đc loa ngoài', 'FEATURES#NEGATIVE')]"
7021,Thiêt kế đẹp.Ngon lành pin với sạc nhanh ok rất hài lòng. Sản phẩm về sau của Oppo rất ok sài từ r7plus tới giờ vẫn tin dùng Oppo,[],[]
7022,"đánh giá 5 sao cho nhân viên bán hàng thôi, chứ máy ko ổn lắm. Ko xài vẫn tụt pin, sạc pin nhanh mà hết pin cũng nhanh. Buồn thật","[[9, 37, 'SER&ACC#POSITIVE'], [48, 61, 'GENERAL#NEGATIVE'], [63, 118, 'BATTERY#NEGATIVE']]","[('5 sao cho nhân viên bán hàng', 'SER&ACC#POSITIVE'), ('máy ko ổn lắm', 'GENERAL#NEGATIVE'), ('Ko xài vẫn tụt pin, sạc pin nhanh mà hết pin cũng nhanh', 'BATTERY#NEGATIVE')]"
7023,"Mình mới mua sản phẩm này cũng hơn tuần rồi nói chung xài OK nhưng khi gọi thì cứ bị chập chờn , âm thanh thì nhỏ. Mình muốn đổi máy sáng hãng khác có được không vậy.","[[44, 60, 'GENERAL#POSITIVE'], [67, 113, 'FEATURES#NEGATIVE']]","[('nói chung xài OK', 'GENERAL#POSITIVE'), ('khi gọi thì cứ bị chập chờn , âm thanh thì nhỏ', 'FEATURES#NEGATIVE')]"
7024,"Sản phẩm sang trọng, pin sử dụng lâu, thiết kế màn hình to hình ảnh sắc nét, cấu hình mạnh chạy nhanh chính sách bảo hành 1 năm rất tốt","[[0, 19, 'DESIGN#POSITIVE'], [21, 36, 'BATTERY#POSITIVE'], [38, 75, 'SCREEN#POSITIVE'], [77, 101, 'PERFORMANCE#POSITIVE'], [102, 135, 'SER&ACC#POSITIVE']]","[('Sản phẩm sang trọng', 'DESIGN#POSITIVE'), ('pin sử dụng lâu', 'BATTERY#POSITIVE'), ('thiết kế màn hình to hình ảnh sắc nét', 'SCREEN#POSITIVE'), ('cấu hình mạnh chạy nhanh', 'PERFORMANCE#POSITIVE'), ('chính sách bảo hành 1 năm rất tốt', 'SER&ACC#POSITIVE')]"
7025,Có ai giống mình k. Máy mua đc 2 tuần. Sạc pin đầy rút ra để chế độ bay qua đêm tầm 8 tiếng hao mất 12% pin,"[[39, 107, 'BATTERY#NEGATIVE']]","[('Sạc pin đầy rút ra để chế độ bay qua đêm tầm 8 tiếng hao mất 12% pin', 'BATTERY#NEGATIVE')]"
7026,Cho hỏi ai dùng a70 .như mình ko tưởng đổi máy này lau hêt pin dùng cả ngày....Chỉ gởi mail. Lướt web. Ko choi games Thỉnh thoảng xem youtube. Ngày sạc 2lần. Mình tất hết chế ngầm...Chán thật,"[[154, 169, 'BATTERY#NEGATIVE'], [199, 210, 'GENERAL#NEGATIVE']]","[('Ngày sạc 2lần', 'BATTERY#NEGATIVE'), ('Chán thật', 'GENERAL#NEGATIVE')]"
7027,"Wow , máy dùng rấy ngon lành , cấu hình thì lớn , chơi game mượt , quá hài lòng , hàng Việt Nam chất lượng cao","[[6, 28, 'GENERAL#POSITIVE'], [31, 64, 'PERFORMANCE#POSITIVE'], [67, 79, 'GENERAL#POSITIVE'], [82, 110, 'SER&ACC#POSITIVE']]","[('máy dùng rấy ngon lành', 'GENERAL#POSITIVE'), ('cấu hình thì lớn , chơi game mượt', 'PERFORMANCE#POSITIVE'), ('quá hài lòng', 'GENERAL#POSITIVE'), ('hàng Việt Nam chất lượng cao', 'SER&ACC#POSITIVE')]"
7028,Máy đẹp bắt mắt cấu hình dùng so với tầm giá ok. Điểm trừ mở bằng vân tay quá kém rất khó mở. Mở bằng khuôn mặt tạm ổn,"[[0, 15, 'DESIGN#POSITIVE'], [16, 47, 'PERFORMANCE#POSITIVE'], [58, 118, 'FEATURES#NEUTRAL']]","[('Máy đẹp bắt mắt', 'DESIGN#POSITIVE'), ('cấu hình dùng so với tầm giá ok', 'PERFORMANCE#POSITIVE'), ('mở bằng vân tay quá kém rất khó mở. Mở bằng khuôn mặt tạm ổn', 'FEATURES#NEUTRAL')]"
7029,"Máy dùng tốt ,pin dùng lâu nhưng sao phiên bản 4/128G bán 4.990k mà tết mình mua pb 4/64G lại là 4.990k là sao nhỉ","[[0, 12, 'GENERAL#POSITIVE'], [14, 26, 'BATTERY#POSITIVE'], [37, 103, 'SER&ACC#NEGATIVE']]","[('Máy dùng tốt', 'GENERAL#POSITIVE'), ('pin dùng lâu', 'BATTERY#POSITIVE'), ('phiên bản 4/128G bán 4.990k mà tết mình mua pb 4/64G lại là 4.990k', 'SER&ACC#NEGATIVE')]"
7030,Máy dùng đc 1 tuần mà đơ lắm. Chất lượng kémVào ứng dụng lag vào mạng thì lag. Mang ra thế giới Di Động thì nói còn phải mang lên hãng kiểm tra,"[[0, 28, 'PERFORMANCE#NEGATIVE'], [30, 44, 'GENERAL#NEGATIVE'], [44, 60, 'PERFORMANCE#NEGATIVE'], [61, 77, 'FEATURES#NEGATIVE']]","[('Máy dùng đc 1 tuần mà đơ lắm', 'PERFORMANCE#NEGATIVE'), ('Chất lượng kém', 'GENERAL#NEGATIVE'), ('Vào ứng dụng lag', 'PERFORMANCE#NEGATIVE'), ('vào mạng thì lag', 'FEATURES#NEGATIVE')]"
7031,"Máy sau vài tháng thì dùng vẫn rất mượt. Vân tay, nhận diện khuôn mặt điều rất nhạy. Chơi game mượt. Chỉ là dùng 4g máy mau nóng nên không dùng đc thường xuyên còn lại điều tuyệt","[[22, 39, 'PERFORMANCE#POSITIVE'], [41, 83, 'FEATURES#POSITIVE'], [85, 159, 'PERFORMANCE#NEUTRAL'], [160, 178, 'GENERAL#POSITIVE']]","[('dùng vẫn rất mượt', 'PERFORMANCE#POSITIVE'), ('Vân tay, nhận diện khuôn mặt điều rất nhạy', 'FEATURES#POSITIVE'), ('Chơi game mượt. Chỉ là dùng 4g máy mau nóng nên không dùng đc thường xuyên', 'PERFORMANCE#NEUTRAL'), ('còn lại điều tuyệt', 'GENERAL#POSITIVE')]"
7032,"sản phẩm tốt, dùng chưa thấy lỗi gì. Chụp hình đẹp và khi sử dụng cảm ứng đều ok","[[0, 35, 'GENERAL#POSITIVE'], [37, 50, 'CAMERA#POSITIVE'], [54, 80, 'FEATURES#POSITIVE']]","[('sản phẩm tốt, dùng chưa thấy lỗi gì', 'GENERAL#POSITIVE'), ('Chụp hình đẹp', 'CAMERA#POSITIVE'), ('khi sử dụng cảm ứng đều ok', 'FEATURES#POSITIVE')]"
7033,Máy để qua đêm tụt 6%pin.dùng đc 1 ngày hết pin.vân tay nhiều lúc không dc mặc dù tay khô và sạch.,"[[0, 47, 'BATTERY#NEGATIVE'], [48, 74, 'FEATURES#NEGATIVE']]","[('Máy để qua đêm tụt 6%pin.dùng đc 1 ngày hết pin', 'BATTERY#NEGATIVE'), ('vân tay nhiều lúc không dc', 'FEATURES#NEGATIVE')]"
7034,Sản phẩm xài rất mượt . Pin khoẻ . Chụp hình xoá phong tuyệt vời . Nếu nói về tầm giá này thì iphone 7 plus rất đáng để mua sử dụng .,"[[0, 21, 'PERFORMANCE#POSITIVE'], [24, 32, 'BATTERY#POSITIVE'], [35, 64, 'CAMERA#POSITIVE'], [94, 131, 'GENERAL#POSITIVE']]","[('Sản phẩm xài rất mượt', 'PERFORMANCE#POSITIVE'), ('Pin khoẻ', 'BATTERY#POSITIVE'), ('Chụp hình xoá phong tuyệt vời', 'CAMERA#POSITIVE'), ('iphone 7 plus rất đáng để mua sử dụng', 'GENERAL#POSITIVE')]"
